来源	文件	位置	原文	参考译文	填写中文	长度状态
TBL	tbl1.pak	*	Ultimate Warrior Ring [Lv50]			wildcard_utf16
TBL	tbl1.pak	*	Ultimate Warrior Ring [Lv55]			wildcard_utf16
TBL	tbl1.pak	*	TO Double Ring			wildcard_utf16
TBL	tbl1.pak	*	TN Double Ring			wildcard_utf16
TBL	tbl1.pak	*	BO Double Ring			wildcard_utf16
TBL	tbl1.pak	*	BN Double Ring			wildcard_utf16
TBL	tbl1.pak	*	ON Double Ring			wildcard_utf16
TBL	tbl1.pak	*	TB Triple Ring			wildcard_utf16
TBL	tbl1.pak	*	Spring Ring			wildcard_utf16
TBL	tbl1.pak	*	Summer Ring			wildcard_utf16
TBL	tbl1.pak	*	Autumn Ring			wildcard_utf16
TBL	tbl1.pak	*	Winter Ring			wildcard_utf16
TBL	tbl1.pak	*	Love Ring			wildcard_utf16
TBL	tbl1.pak	*	Practitioner Ring			wildcard_utf16
TBL	tbl1.pak	*	Intermediate Ring			wildcard_utf16
TBL	tbl1.pak	*	Caution Ring			wildcard_utf16
TBL	tbl1.pak	*	Miss Ring			wildcard_utf16
TBL	tbl1.pak	*	Imperial Ring			wildcard_utf16
TBL	tbl1.pak	*	Ultimate Warrior Ring			wildcard_utf16
TBL	tbl1.pak	*	PFA ultimate Warrior has used the ring, you can feel the infinite power.			wildcard_utf16
TBL	tbl1.pak	*	TO Double Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	TN Double Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	BO Double Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	BN Double Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	ON Double Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	TB Triple Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Spring Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Summer Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Autumn Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Images Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Lovers Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Discipline Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Intermediate Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Personalized Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Imperial Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Ultimate Warrior Ring [Lv65]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv21]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv26]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv30]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv34]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv38]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv42]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv46]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv50]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv53]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring [Lv55]			wildcard_utf16
TBL	tbl1.pak	*	Ruby Earring			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV21]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV26]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV30]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV34]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV38]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV42]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV46]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV50]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV53]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring [LV55]			wildcard_utf16
TBL	tbl1.pak	*	Assumption Earring			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv21]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv26]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv30]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv34]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv38]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv42]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv46]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv50]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv53]			wildcard_utf16
TBL	tbl1.pak	*	God Earring [Lv55]			wildcard_utf16
TBL	tbl1.pak	*	God Earring			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv21]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv26]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv30]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv34]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv38]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv42]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv46]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv50]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv53]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring [Lv55]			wildcard_utf16
TBL	tbl1.pak	*	Crystal Replica Earring			wildcard_utf16
TBL	tbl1.pak	*	TO Double Earring			wildcard_utf16
TBL	tbl1.pak	*	BO Double Earring			wildcard_utf16
TBL	tbl1.pak	*	BN Double Earring			wildcard_utf16
TBL	tbl1.pak	*	ON Double Earring			wildcard_utf16
TBL	tbl1.pak	*	TB Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	FTO Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	TN Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	FBO Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	BN Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	FON Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	TBO Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	TON Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	BON Triple Earring			wildcard_utf16
TBL	tbl1.pak	*	Spring Earring			wildcard_utf16
TBL	tbl1.pak	*	Summer Earring			wildcard_utf16
TBL	tbl1.pak	*	Autumn Earring			wildcard_utf16
TBL	tbl1.pak	*	Winter Earring			wildcard_utf16
TBL	tbl1.pak	*	Junior Practitioner Earring			wildcard_utf16
TBL	tbl1.pak	*	Pseudo Earring			wildcard_utf16
TBL	tbl1.pak	*	Proud Earring			wildcard_utf16
TBL	tbl1.pak	*	Prophet Earring			wildcard_utf16
TBL	tbl1.pak	*	Hallucinations Earring			wildcard_utf16
TBL	tbl1.pak	*	Eternity Earring			wildcard_utf16
TBL	tbl1.pak	*	Remake Scouter			wildcard_utf16
TBL	tbl1.pak	*	Standard Scouter			wildcard_utf16
TBL	tbl1.pak	*	Third Eye Scouter			wildcard_utf16
TBL	tbl1.pak	*	New Scouter			wildcard_utf16
TBL	tbl1.pak	*	Hyper Scouter			wildcard_utf16
TBL	tbl1.pak	*	Eye of God Scouter			wildcard_utf16
TBL	tbl1.pak	*	CC Scouter			wildcard_utf16
TBL	tbl1.pak	*	Special CC Scouter			wildcard_utf16
TBL	tbl1.pak	*	Long Scouter			wildcard_utf16
TBL	tbl1.pak	*	Remake Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	Standard Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	New Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	Hyper Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	CC Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	Long Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	Talent Scouter Long			wildcard_utf16
TBL	tbl1.pak	*	Talent Scouter Long SP			wildcard_utf16
TBL	tbl1.pak	*	Z Scouter			wildcard_utf16
TBL	tbl1.pak	*	Z Scouter SP			wildcard_utf16
TBL	tbl1.pak	*	Beginner Scouter Chip			wildcard_utf16
TBL	tbl1.pak	*	Practitioner Scouter Chip			wildcard_utf16
TBL	tbl1.pak	*	Basic Scouter Chip			wildcard_utf16
TBL	tbl1.pak	*	Blessed Scouter Chip			wildcard_utf16
TBL	tbl1.pak	*	Dungeon Chip			wildcard_utf16
TBL	tbl1.pak	*	Medium Warrior Chip			wildcard_utf16
TBL	tbl1.pak	*	Multifunction Chip			wildcard_utf16
TBL	tbl1.pak	*	Battle Chip			wildcard_utf16
TBL	tbl1.pak	*	Focus Chip			wildcard_utf16
TBL	tbl1.pak	*	Light Speed Scouter Chip			wildcard_utf16
TBL	tbl1.pak	*	Busto Chip 9			wildcard_utf16
TBL	tbl1.pak	*	Defense Chip 1			wildcard_utf16
TBL	tbl1.pak	*	Defense Chip 3			wildcard_utf16
TBL	tbl1.pak	*	Defense Chip 5			wildcard_utf16
TBL	tbl1.pak	*	Defense Chip 7			wildcard_utf16
TBL	tbl1.pak	*	Defense Chip 9			wildcard_utf16
TBL	tbl1.pak	*	Item Data Chip			wildcard_utf16
TBL	tbl1.pak	*	Equipment Chip			wildcard_utf16
TBL	tbl1.pak	*	Disturbance Chip			wildcard_utf16
TBL	tbl1.pak	*	Object Search Chip			wildcard_utf16
TBL	tbl1.pak	*	Dragon Ball Scouter Chip			wildcard_utf16
TBL	tbl1.pak	*	Quest Search Chip			wildcard_utf16
TBL	tbl1.pak	*	Spy Robot Chip			wildcard_utf16
TBL	tbl1.pak	*	Item Data Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	Equipment Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	Disturbance Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	Object Search Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	Dragon Ball Scouter Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	Quest Search Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	Spy Robot Chip [1 Minute]			wildcard_utf16
TBL	tbl1.pak	*	P Mining Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Mountaineering Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Thermal Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Mechanic Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Guardian Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Snail Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Buffered Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Alien Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Suspicious Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Special A Class Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Basic Dragon Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Limited Alpha Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	RRAllows the user to become synchronized with\none of Buddhism's Five Divine Powers.			wildcard_utf16
TBL	tbl1.pak	*	P Jet Turbine Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Mining Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Mountaineering Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Thermal Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Mechanic Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Guardian Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Snail Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Buffered Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Alien Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Suspicious Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Special A Class Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Basic Dragon Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Limited Edition Alpha Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Jet Turbine Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	Comet Award Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Prestige Dragon Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Energy Ejection Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Soul Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	God Dragon Killer Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Skull Gauntlet			wildcard_utf16
TBL	tbl1.pak	*	Tech Master Gloves			wildcard_utf16
TBL	tbl1.pak	*	Warrior Gloves			wildcard_utf16
TBL	tbl1.pak	*	E Mining Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Mountaineering Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Thermal Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Mechanic Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Guardian Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Snail Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Buffered Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Alien Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Suspicious Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Special A Class Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Basic Dragon Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	R!E Limited Edition Alpha Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Jet Turbine Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	P Short Mining Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Short Mountaineering Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Short Workshop Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Iron Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Metal Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Blood Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	R!P Insect Exoskeleton Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Karinga Warrior Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	RUGauntlets for Karinga Warriors who aren't\nfamiliar with controlling spiritual power.			wildcard_utf16
TBL	tbl1.pak	*	P Namekian Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Elder Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Korin Totem Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Limited Beta Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P East Galaxy Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Lotus Dragon Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	P Turbo Speed Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	SUGauntlets for Karinga Warriors who aren't\nfamiliar with controlling spiritual power.			wildcard_utf16
TBL	tbl1.pak	*	Turbo Speed Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Short Mining Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Short Mountaineering Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Construction Site Gloves EX			wildcard_utf16
TBL	tbl1.pak	*	E Iron Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Metal Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Blood Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	S!E Insect Exoskeleton Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Karinga Warrior Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	SVGauntlets for Karinga Warriors who are not\nfamiliar with controlling spiritual power.			wildcard_utf16
TBL	tbl1.pak	*	E Namek Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Elder Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Karinga Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Limited Beta Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	E Turbo Speed Gauntlets EX			wildcard_utf16
TBL	tbl1.pak	*	High Grade Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Ultimate Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Blast Gauntlet			wildcard_utf16
TBL	tbl1.pak	*	Soul Gauntlet			wildcard_utf16
TBL	tbl1.pak	*	Namek Gloves			wildcard_utf16
TBL	tbl1.pak	*	Skull Master Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Super Sonic Gauntlet			wildcard_utf16
TBL	tbl1.pak	*	Advanced Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Power Gauntlets			wildcard_utf16
TBL	tbl1.pak	*	Traveler Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Namek Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Hope Dragon Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Elder Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Wizard Staff EX			wildcard_utf16
TBL	tbl1.pak	*	CC Supreme Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Totem Staff EX			wildcard_utf16
TBL	tbl1.pak	*	CC Elite Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Narak Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Capsule Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Shaman Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Lizard Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Galaxia Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Parunga Staff EX			wildcard_utf16
TBL	tbl1.pak	*	Battle Staff			wildcard_utf16
TBL	tbl1.pak	*	Black Satan Staff			wildcard_utf16
TBL	tbl1.pak	*	Light Staff			wildcard_utf16
TBL	tbl1.pak	*	Dragon King's Staff			wildcard_utf16
TBL	tbl1.pak	*	Spray Staff			wildcard_utf16
TBL	tbl1.pak	*	Valkyrie Staff			wildcard_utf16
TBL	tbl1.pak	*	Takeshi Staff			wildcard_utf16
TBL	tbl1.pak	*	Planet Staff			wildcard_utf16
TBL	tbl1.pak	*	New Planet Staff			wildcard_utf16
TBL	tbl1.pak	*	Air Gun EX			wildcard_utf16
TBL	tbl1.pak	*	Revolver EX			wildcard_utf16
TBL	tbl1.pak	*	Shock Gun EX			wildcard_utf16
TBL	tbl1.pak	*	Simple Hunting EX			wildcard_utf16
TBL	tbl1.pak	*	Fire Saboteur Gun EX			wildcard_utf16
TBL	tbl1.pak	*	Power Gun EX			wildcard_utf16
TBL	tbl1.pak	*	Submachine Gun EX			wildcard_utf16
TBL	tbl1.pak	*	Z Hurricane EX			wildcard_utf16
TBL	tbl1.pak	*	Assault Gun EX			wildcard_utf16
TBL	tbl1.pak	*	Hunter Wings EX			wildcard_utf16
TBL	tbl1.pak	*	Shotgun EX			wildcard_utf16
TBL	tbl1.pak	*	Dragon Rifle EX			wildcard_utf16
TBL	tbl1.pak	*	Capsule Flash Gun			wildcard_utf16
TBL	tbl1.pak	*	Dragon Saboteur Gun			wildcard_utf16
TBL	tbl1.pak	*	Devil Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Bear Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Steel Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Dragon Eye Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Silver Soul Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Meteor Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Injection Claws			wildcard_utf16
TBL	tbl1.pak	*	Sun Claws EX			wildcard_utf16
TBL	tbl1.pak	*	Absolute Shadow EX			wildcard_utf16
TBL	tbl1.pak	*	Chopper EX			wildcard_utf16
TBL	tbl1.pak	*	Strong Claws			wildcard_utf16
TBL	tbl1.pak	*	Dragon Claws			wildcard_utf16
TBL	tbl1.pak	*	Nimbus Claws			wildcard_utf16
TBL	tbl1.pak	*	Absolute Light Claws			wildcard_utf16
TBL	tbl1.pak	*	Mysterious Claws			wildcard_utf16
TBL	tbl1.pak	*	Caceres Claws			wildcard_utf16
TBL	tbl1.pak	*	Magic Head Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Namek Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Steel Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Clavicle Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Silver Soul Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Meteor Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Sun Axe			wildcard_utf16
TBL	tbl1.pak	*	Light Speed Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Z Spring Axe EX			wildcard_utf16
TBL	tbl1.pak	*	Zangetsu EX			wildcard_utf16
TBL	tbl1.pak	*	Comodo Battle Axe			wildcard_utf16
TBL	tbl1.pak	*	Strong Battle Axe			wildcard_utf16
TBL	tbl1.pak	*	Light Cut Axe			wildcard_utf16
TBL	tbl1.pak	*	Dragon Battle Axe			wildcard_utf16
TBL	tbl1.pak	*	Halberd Axe			wildcard_utf16
TBL	tbl1.pak	*	Contains a divine axe-head.			wildcard_utf16
TBL	tbl1.pak	*	Death Axe			wildcard_utf16
TBL	tbl1.pak	*	Killer Axe			wildcard_utf16
TBL	tbl1.pak	*	Scroll of Honor EX			wildcard_utf16
TBL	tbl1.pak	*	Scroll of Glory EX			wildcard_utf16
TBL	tbl1.pak	*	Prayer Scroll EX			wildcard_utf16
TBL	tbl1.pak	*	Scroll of Anger EX			wildcard_utf16
TBL	tbl1.pak	*	Shooting Star Scroll EX			wildcard_utf16
TBL	tbl1.pak	*	Reel of Words			wildcard_utf16
TBL	tbl1.pak	*	Creation Scroll EX			wildcard_utf16
TBL	tbl1.pak	*	Scroll of Emptiness EX			wildcard_utf16
TBL	tbl1.pak	*	Scroll of Origins EX			wildcard_utf16
TBL	tbl1.pak	*	Bao Yan Scroll			wildcard_utf16
TBL	tbl1.pak	*	Hope Scroll			wildcard_utf16
TBL	tbl1.pak	*	Taichu Scroll			wildcard_utf16
TBL	tbl1.pak	*	Yellow Dragon Scroll			wildcard_utf16
TBL	tbl1.pak	*	Rest Scroll			wildcard_utf16
TBL	tbl1.pak	*	Original Scroll			wildcard_utf16
TBL	tbl1.pak	*	Dragon Scroll			wildcard_utf16
TBL	tbl1.pak	*	Crystal Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Diamond Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Moon Stone EX			wildcard_utf16
TBL	tbl1.pak	*	Dawn Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Crystallization Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Black Crystal Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Rainbow Light Gem			wildcard_utf16
TBL	tbl1.pak	*	Glory Stone EX			wildcard_utf16
TBL	tbl1.pak	*	Color Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Dark Crystal Gem EX			wildcard_utf16
TBL	tbl1.pak	*	Huang Gang Gem			wildcard_utf16
TBL	tbl1.pak	*	Purple Stone			wildcard_utf16
TBL	tbl1.pak	*	Green Stone			wildcard_utf16
TBL	tbl1.pak	*	Black Stone		黑石	wildcard_utf16
TBL	tbl1.pak	*	Rainbow Gem			wildcard_utf16
TBL	tbl1.pak	*	Rock Stone Gem			wildcard_utf16
TBL	tbl1.pak	*	Popo Gem			wildcard_utf16
TBL	tbl1.pak	*	Buddha Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Korin Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Steel Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Tiger Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Azusa Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Meteor Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Diamond Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Z Awakening Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Rohan Stick EX			wildcard_utf16
TBL	tbl1.pak	*	Hardcore Stick			wildcard_utf16
TBL	tbl1.pak	*	Nova Stick			wildcard_utf16
TBL	tbl1.pak	*	Dragon Stick			wildcard_utf16
TBL	tbl1.pak	*	New Grid Stick			wildcard_utf16
TBL	tbl1.pak	*	Full Panther Stick			wildcard_utf16
TBL	tbl1.pak	*	Spiral Stick			wildcard_utf16
TBL	tbl1.pak	*	Dragon Teeth Stick			wildcard_utf16
TBL	tbl1.pak	*	Ceramic Sword EX			wildcard_utf16
TBL	tbl1.pak	*	White Wolf Sword EX			wildcard_utf16
TBL	tbl1.pak	*	Knight Sword EX			wildcard_utf16
TBL	tbl1.pak	*	Willow Sword EX			wildcard_utf16
TBL	tbl1.pak	*	True Overbearing Sword EX			wildcard_utf16
TBL	tbl1.pak	*	Star Sword EX			wildcard_utf16
TBL	tbl1.pak	*	Thunder Sword EX			wildcard_utf16
TBL	tbl1.pak	*	Bloody Soul Sword EX			wildcard_utf16
TBL	tbl1.pak	*	Green River Sword			wildcard_utf16
TBL	tbl1.pak	*	Plasma Sword			wildcard_utf16
TBL	tbl1.pak	*	Chopped Dragon Sword			wildcard_utf16
TBL	tbl1.pak	*	God Strike Sword			wildcard_utf16
TBL	tbl1.pak	*	Shanshe Sword			wildcard_utf16
TBL	tbl1.pak	*	Song of Yin Sword			wildcard_utf16
TBL	tbl1.pak	*	Crystal Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Diamond Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Green Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Gemstone Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Lucky Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Comet Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Thunder Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Awakening Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Storm Wand EX			wildcard_utf16
TBL	tbl1.pak	*	Huang Gang Wand			wildcard_utf16
TBL	tbl1.pak	*	Sapphire Wand			wildcard_utf16
TBL	tbl1.pak	*	Dragon Energy Wand			wildcard_utf16
TBL	tbl1.pak	*	Plasma Wand			wildcard_utf16
TBL	tbl1.pak	*	Valkyrie Wand			wildcard_utf16
TBL	tbl1.pak	*	Black Steel Wand			wildcard_utf16
TBL	tbl1.pak	*	Trinocular Fan EX			wildcard_utf16
TBL	tbl1.pak	*	Trinocular Open Eyes Fan EX			wildcard_utf16
TBL	tbl1.pak	*	Phoenix Fan EX			wildcard_utf16
TBL	tbl1.pak	*	3 Eye Fan EX			wildcard_utf16
TBL	tbl1.pak	*	Heli Fan EX			wildcard_utf16
TBL	tbl1.pak	*	Meteor Fan EX			wildcard_utf16
TBL	tbl1.pak	*	Lightning Fan EX			wildcard_utf16
TBL	tbl1.pak	*	Crane Hermit Fan EX			wildcard_utf16
TBL	tbl1.pak	*	God Eye Fan			wildcard_utf16
TBL	tbl1.pak	*	Wheel of Light Fan			wildcard_utf16
TBL	tbl1.pak	*	Long Hit Fan			wildcard_utf16
TBL	tbl1.pak	*	Electro-Optic Fan			wildcard_utf16
TBL	tbl1.pak	*	Dragon Roar Fan			wildcard_utf16
TBL	tbl1.pak	*	Light Armor EX			wildcard_utf16
TBL	tbl1.pak	*	100 Fist Armor EX			wildcard_utf16
TBL	tbl1.pak	*	Rocket EX			wildcard_utf16
